team,season,week,games_played,wins,losses,win_rate,points_for,points_against,margin,points_per_game,points_allowed_per_game,margin_per_game,home_wins,home_losses,away_wins,away_losses,rolling_win_rate,rolling_ppg,rolling_papg,rolling_margin,trend_win_rate,trend_ppg,trend_papg,trend_margin,momentum_win_rate,momentum_ppg,momentum_papg,momentum_margin
Wilson,2024,4,1,1,0,1.0,24.0,20.0,4.0,24.0,20.0,4.0,0,0,1,0,1.0,24.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wilson,2024,5,1,0,1,0.0,24.0,27.0,-3.0,24.0,27.0,-3.0,0,1,0,0,0.5,24.0,23.5,0.5,0.0,0.0,0.0,0.0,-1.0,0.0,7.0,-7.0
Wilson,2024,6,2,1,1,0.5,24.0,61.0,-37.0,12.0,30.5,-18.5,0,0,1,1,0.5,20.0,25.833333333333332,-5.833333333333333,0.0,0.0,0.0,0.0,0.0,-12.0,7.0,-19.0
Wilson,2024,7,3,1,2,0.3333333333333333,41.0,89.0,-48.0,13.666666666666666,29.666666666666668,-16.0,0,0,1,2,0.27777777777777773,16.555555555555554,29.055555555555557,-12.5,0.0,0.0,0.0,0.0,-0.16666666666666669,-6.333333333333334,3.8333333333333357,-10.166666666666668
Wilson,2024,8,2,1,1,0.5,51.0,40.0,11.0,25.5,20.0,5.5,1,1,0,0,0.4444444444444444,17.055555555555554,26.722222222222225,-9.666666666666666,0.0,0.0,0.0,0.0,0.041666666666666685,7.083333333333332,-6.791666666666668,13.875
Wilson,2024,9,4,1,3,0.25,41.0,139.0,-98.0,10.25,34.75,-24.5,0,0,1,3,0.3611111111111111,16.47222222222222,28.13888888888889,-11.666666666666666,-0.1388888888888889,-3.5277777777777786,2.305555555555557,-5.833333333333333,-0.21666666666666662,-9.583333333333336,9.316666666666666,-18.9
Wilson,2024,10,3,1,2,0.3333333333333333,51.0,60.0,-9.0,17.0,20.0,-3.0,1,2,0,0,0.3611111111111111,17.583333333333332,24.916666666666668,-7.333333333333333,-0.1388888888888889,-2.416666666666668,-0.9166666666666643,-1.5,-0.09722222222222221,-1.2361111111111107,-6.986111111111114,5.75
Wilson,2024,11,5,1,4,0.2,66.0,180.0,-114.0,13.2,36.0,-22.8,0,0,1,4,0.26111111111111107,13.483333333333334,30.25,-16.766666666666666,-0.23888888888888893,-6.516666666666666,4.416666666666668,-10.933333333333334,-0.21666666666666662,-4.859523809523811,10.01190476190476,-14.871428571428572
Wilson,2024,12,4,2,2,0.5,100.0,95.0,5.0,25.0,23.75,1.25,2,2,0,0,0.3444444444444444,18.400000000000002,26.583333333333332,-8.183333333333334,-0.1555555555555556,-1.5999999999999979,0.75,-2.3500000000000005,0.11041666666666672,7.547916666666666,-3.4895833333333357,11.0375
Wingate,2022,2,1,1,0,1.0,21.0,7.0,14.0,21.0,7.0,14.0,0,0,1,0,1.0,21.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wingate,2022,3,2,2,0,1.0,42.0,10.0,32.0,21.0,5.0,16.0,0,0,2,0,1.0,21.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,2.0
Wingate,2022,5,3,3,0,1.0,69.0,20.0,49.0,23.0,6.666666666666667,16.333333333333332,0,0,3,0,1.0,21.666666666666668,6.222222222222222,15.444444444444443,0.0,0.0,0.0,0.0,0.0,2.0,0.666666666666667,1.3333333333333321
Wingate,2022,6,1,0,1,0.0,10.0,17.0,-7.0,10.0,17.0,-7.0,0,1,0,0,0.6666666666666666,18.0,9.555555555555555,8.444444444444443,0.0,0.0,0.0,0.0,-1.0,-11.666666666666668,10.777777777777779,-22.444444444444443
Wingate,2022,7,4,4,0,1.0,100.0,27.0,73.0,25.0,6.75,18.25,0,0,4,0,0.6666666666666666,19.333333333333332,10.13888888888889,9.194444444444445,0.0,0.0,0.0,0.0,0.25,6.25,-2.166666666666668,8.416666666666668
Wingate,2022,8,2,1,1,0.5,38.0,17.0,21.0,19.0,8.5,10.5,1,1,0,0,0.5,18.0,10.75,7.25,-0.5,-3.666666666666668,4.527777777777778,-8.194444444444443,-0.30000000000000004,-1.0,0.01666666666666572,-1.0166666666666657
Wingate,2022,9,5,5,0,1.0,128.0,48.0,80.0,25.6,9.6,16.0,0,0,5,0,0.8333333333333334,23.2,8.283333333333333,14.916666666666666,-0.16666666666666663,1.5333333333333314,2.061111111111111,-0.5277777777777768,0.25,5.766666666666669,1.1138888888888872,4.652777777777779
Wingate,2022,10,3,2,1,0.6666666666666666,66.0,20.0,46.0,22.0,6.666666666666667,15.333333333333334,2,1,0,0,0.7222222222222222,22.2,8.255555555555556,13.944444444444445,-0.2777777777777778,0.5333333333333314,2.033333333333334,-1.4999999999999982,-0.11904761904761907,1.3428571428571452,-1.9785714285714286,3.321428571428573
Wingate,2022,11,4,2,2,0.5,81.0,44.0,37.0,20.25,11.0,9.25,2,2,0,0,0.7222222222222222,22.616666666666664,9.088888888888889,13.527777777777779,-0.2777777777777778,0.9499999999999957,2.8666666666666663,-1.9166666666666643,-0.27083333333333326,-0.5749999999999993,2.602083333333333,-3.177083333333332
Wingate,2022,12,6,6,0,1.0,152.0,69.0,83.0,25.33333333333333,11.5,13.833333333333334,0,0,6,0,0.7222222222222222,22.527777777777775,9.722222222222223,12.805555555555557,-0.2777777777777778,0.8611111111111072,3.500000000000001,-2.6388888888888857,0.2592592592592593,4.572222222222219,2.8129629629629633,1.7592592592592613
Wingate,2022,13,7,7,0,1.0,184.0,76.0,108.0,26.285714285714285,10.857142857142858,15.428571428571429,0,0,7,0,0.8333333333333334,23.956349206349206,11.11904761904762,12.837301587301589,-0.16666666666666663,2.2896825396825378,4.896825396825398,-2.607142857142854,0.2333333333333334,5.067380952380951,1.888809523809524,3.1785714285714306
Wingate,2022,14,8,8,0,1.0,207.0,82.0,125.0,25.875,10.25,15.625,0,0,8,0,1.0,25.831349206349206,10.86904761904762,14.962301587301587,0.0,4.164682539682538,4.646825396825398,-0.4821428571428559,0.21212121212121215,4.195995670995671,1.109956709956709,3.0860389610389625
Wingate,2023,3,1,1,0,1.0,30.0,7.0,23.0,30.0,7.0,23.0,1,0,0,0,1.0,30.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wingate,2023,4,1,0,1,0.0,10.0,15.0,-5.0,10.0,15.0,-5.0,0,0,0,1,0.5,20.0,11.0,9.0,0.0,0.0,0.0,0.0,-1.0,-20.0,8.0,-28.0
Wingate,2023,5,2,1,1,0.5,51.0,30.0,21.0,25.5,15.0,10.5,1,1,0,0,0.5,21.833333333333332,12.333333333333334,9.5,0.0,0.0,0.0,0.0,0.0,5.5,4.0,1.5
Wingate,2023,6,2,1,1,0.5,41.0,25.0,16.0,20.5,12.5,8.0,0,0,1,1,0.3333333333333333,18.666666666666668,14.166666666666666,4.5,0.0,0.0,0.0,0.0,0.0,-1.3333333333333321,0.16666666666666607,-1.5
Wingate,2023,7,3,2,1,0.6666666666666666,96.0,30.0,66.0,32.0,10.0,22.0,2,1,0,0,0.5555555555555555,26.0,12.5,13.5,0.0,0.0,0.0,0.0,0.16666666666666663,10.5,-2.375,12.875
Wingate,2023,8,3,2,1,0.6666666666666666,72.0,38.0,34.0,24.0,12.666666666666666,11.333333333333334,0,0,2,1,0.611111111111111,25.5,11.722222222222221,13.777777777777779,0.11111111111111105,3.666666666666668,-0.6111111111111125,4.277777777777779,0.1333333333333333,0.3999999999999986,0.7666666666666657,-0.36666666666666536
Wingate,2023,9,4,2,2,0.5,106.0,47.0,59.0,26.5,11.75,14.75,2,2,0,0,0.611111111111111,27.5,11.472222222222221,16.02777777777778,0.11111111111111105,5.666666666666668,-0.8611111111111125,6.527777777777779,-0.05555555555555547,2.833333333333332,-0.27777777777777857,3.1111111111111125
Wingate,2023,10,4,3,1,0.75,110.0,62.0,48.0,27.5,15.5,12.0,0,0,3,1,0.6388888888888888,26.0,13.305555555555555,12.694444444444445,0.13888888888888884,4.166666666666668,0.9722222222222214,3.1944444444444446,0.20238095238095244,3.428571428571427,3.511904761904761,-0.08333333333333215
Wingate,2023,11,5,4,1,0.8,131.0,79.0,52.0,26.2,15.8,10.4,0,0,4,1,0.6833333333333332,26.733333333333334,14.35,12.383333333333333,0.18333333333333324,4.900000000000002,2.0166666666666657,2.883333333333333,0.22708333333333341,1.6999999999999993,3.3729166666666686,-1.6729166666666675
Wingate,2024,4,1,1,0,1.0,17.0,12.0,5.0,17.0,12.0,5.0,0,0,1,0,1.0,17.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wingate,2024,5,1,1,0,1.0,21.0,7.0,14.0,21.0,7.0,14.0,1,0,0,0,1.0,19.0,9.5,9.5,0.0,0.0,0.0,0.0,0.0,4.0,-5.0,9.0
Wingate,2024,6,2,1,1,0.5,45.0,43.0,2.0,22.5,21.5,1.0,0,0,1,1,0.8333333333333334,20.166666666666668,13.5,6.666666666666667,0.0,0.0,0.0,0.0,-0.5,3.5,12.0,-8.5
Wingate,2024,7,2,1,1,0.5,21.0,7.0,14.0,10.5,3.5,7.0,1,1,0,0,0.6666666666666666,18.0,10.666666666666666,7.333333333333333,0.0,0.0,0.0,0.0,-0.33333333333333337,-9.666666666666668,-10.0,0.33333333333333304
Wingate,2024,8,3,2,1,0.6666666666666666,78.0,43.0,35.0,26.0,14.333333333333334,11.666666666666666,0,0,2,1,0.5555555555555555,19.666666666666668,13.111111111111112,6.5555555555555545,0.0,0.0,0.0,0.0,-0.08333333333333337,8.25,3.333333333333334,4.916666666666666
Wingate,2024,9,3,2,1,0.6666666666666666,71.0,7.0,64.0,23.666666666666668,2.333333333333333,21.33333333333333,2,1,0,0,0.611111111111111,20.055555555555557,6.722222222222222,13.33333333333333,-0.22222222222222232,-0.11111111111111072,-6.777777777777778,6.666666666666663,-0.06666666666666665,4.266666666666669,-9.333333333333336,13.599999999999996
Wingate,2024,10,4,3,1,0.75,116.0,55.0,61.0,29.0,13.75,15.25,0,0,3,1,0.6944444444444443,26.222222222222225,10.13888888888889,16.083333333333332,-0.13888888888888906,6.055555555555557,-3.3611111111111107,9.416666666666664,0.02777777777777779,8.88888888888889,3.6388888888888875,5.250000000000002
Wingate,2024,11,4,3,1,0.75,95.0,22.0,73.0,23.75,5.5,18.25,3,1,0,0,0.7222222222222222,25.472222222222225,7.194444444444444,18.277777777777775,-0.11111111111111116,5.305555555555557,-6.305555555555556,11.611111111111107,0.023809523809523836,2.369047619047617,-5.130952380952381,7.5
Wingate,2024,12,5,4,1,0.8,133.0,22.0,111.0,26.6,4.4,22.2,4,1,0,0,0.7666666666666666,26.45,7.883333333333333,18.566666666666666,-0.06666666666666676,6.283333333333331,-5.616666666666667,11.899999999999999,0.07083333333333341,4.922916666666666,-5.589583333333334,10.5125
Wingate,2024,13,6,5,1,0.8333333333333334,161.0,35.0,126.0,26.83333333333333,5.833333333333333,21.0,5,1,0,0,0.7944444444444444,25.727777777777778,5.2444444444444445,20.483333333333334,-0.03888888888888897,5.56111111111111,-8.255555555555556,13.816666666666666,0.09629629629629644,4.609259259259254,-3.5351851851851874,8.144444444444444
Winona State,2022,3,1,1,0,1.0,24.0,10.0,14.0,24.0,10.0,14.0,0,0,1,0,1.0,24.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Winona State,2022,4,1,1,0,1.0,25.0,17.0,8.0,25.0,17.0,8.0,1,0,0,0,1.0,24.5,13.5,11.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,-6.0
Winona State,2022,5,2,2,0,1.0,65.0,24.0,41.0,32.5,12.0,20.5,2,0,0,0,1.0,27.166666666666668,13.0,14.166666666666666,0.0,0.0,0.0,0.0,0.0,8.0,-1.5,9.5
Winona State,2022,6,2,1,1,0.5,48.0,44.0,4.0,24.0,22.0,2.0,0,0,1,1,0.8333333333333334,27.166666666666668,17.0,10.166666666666666,0.0,0.0,0.0,0.0,-0.5,-3.166666666666668,9.0,-12.166666666666666
Winona State,2022,7,3,1,2,0.3333333333333333,69.0,86.0,-17.0,23.0,28.666666666666668,-5.666666666666667,0,0,1,2,0.611111111111111,26.5,20.88888888888889,5.611111111111111,0.0,0.0,0.0,0.0,-0.5416666666666667,-3.375,13.416666666666668,-16.791666666666668
Winona State,2022,8,3,3,0,1.0,103.0,38.0,65.0,34.333333333333336,12.666666666666666,21.666666666666668,3,0,0,0,0.611111111111111,27.111111111111114,21.11111111111111,6.0,-0.38888888888888895,-0.05555555555555358,8.11111111111111,-8.166666666666666,0.23333333333333328,8.633333333333336,-5.2666666666666675,13.9
Winona State,2022,9,4,4,0,1.0,123.0,55.0,68.0,30.75,13.75,17.0,4,0,0,0,0.7777777777777777,29.361111111111114,18.36111111111111,11.0,-0.22222222222222232,2.1944444444444464,5.361111111111111,-3.166666666666666,0.1944444444444443,3.6111111111111107,-3.305555555555557,6.916666666666666
Winona State,2022,10,4,2,2,0.5,112.0,93.0,19.0,28.0,23.25,4.75,0,0,2,2,0.8333333333333334,31.027777777777782,16.555555555555554,14.472222222222223,-0.16666666666666663,3.8611111111111143,3.5555555555555536,0.30555555555555713,-0.33333333333333337,0.3452380952380949,6.666666666666664,-6.321428571428571
Winona State,2022,11,5,3,2,0.6,157.0,100.0,57.0,31.4,20.0,11.4,0,0,3,2,0.7000000000000001,30.05,19.0,11.049999999999999,-0.29999999999999993,2.883333333333333,6.0,-3.116666666666667,-0.19166666666666665,3.7020833333333307,2.583333333333332,1.1187500000000004
Winona State,2022,12,6,3,3,0.5,170.0,140.0,30.0,28.33333333333333,23.33333333333333,5.0,0,0,3,3,0.5333333333333333,29.24444444444444,22.194444444444443,7.05,-0.4666666666666667,2.077777777777772,9.194444444444443,-7.116666666666666,-0.27037037037037026,0.22407407407406765,5.629629629629623,-5.405555555555557
Winona State,2023,3,1,0,1,0.0,24.0,34.0,-10.0,24.0,34.0,-10.0,0,0,0,1,0.0,24.0,34.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Winona State,2023,4,1,1,0,1.0,33.0,8.0,25.0,33.0,8.0,25.0,1,0,0,0,0.5,28.5,21.0,7.5,0.0,0.0,0.0,0.0,1.0,9.0,-26.0,35.0
Winona State,2023,5,2,0,2,0.0,34.0,70.0,-36.0,17.0,35.0,-18.0,0,0,0,2,0.3333333333333333,24.666666666666668,25.666666666666668,-1.0,0.0,0.0,0.0,0.0,-0.5,-11.5,14.0,-25.5
Winona State,2023,6,3,0,3,0.0,48.0,108.0,-60.0,16.0,36.0,-20.0,0,0,0,3,0.3333333333333333,22.0,26.333333333333332,-4.333333333333333,0.0,0.0,0.0,0.0,-0.3333333333333333,-8.666666666666668,10.333333333333332,-19.0
Winona State,2023,7,2,2,0,1.0,72.0,24.0,48.0,36.0,12.0,24.0,2,0,0,0,0.3333333333333333,23.0,27.666666666666668,-4.666666666666667,0.0,0.0,0.0,0.0,0.75,13.5,-16.25,29.75
Winona State,2023,8,4,1,3,0.25,65.0,115.0,-50.0,16.25,28.75,-12.5,0,0,1,3,0.4166666666666667,22.75,25.583333333333332,-2.8333333333333335,0.08333333333333337,-1.9166666666666679,-0.0833333333333357,-1.8333333333333335,-0.15000000000000002,-8.95,3.75,-12.7
Winona State,2023,9,5,2,3,0.4,107.0,150.0,-43.0,21.4,30.0,-8.6,0,0,2,3,0.5499999999999999,24.55,23.583333333333332,0.9666666666666668,0.21666666666666662,-0.11666666666666714,-2.0833333333333357,1.9666666666666668,0.025000000000000022,-2.3083333333333336,4.375,-6.683333333333333
Winona State,2023,10,3,2,1,0.6666666666666666,100.0,72.0,28.0,33.333333333333336,24.0,9.333333333333334,2,1,0,0,0.4388888888888889,23.66111111111111,27.583333333333332,-3.9222222222222225,0.10555555555555557,-1.0055555555555564,1.9166666666666643,-2.9222222222222225,0.28809523809523807,9.954761904761906,-2.25,12.204761904761906
Winona State,2023,11,4,2,2,0.5,142.0,121.0,21.0,35.5,30.25,5.25,2,2,0,0,0.5222222222222223,30.07777777777778,28.083333333333332,1.9944444444444447,0.18888888888888894,5.411111111111111,2.4166666666666643,2.9944444444444445,0.0854166666666667,10.877083333333331,4.28125,6.595833333333333
Winona State,2024,4,1,0,1,0.0,14.0,38.0,-24.0,14.0,38.0,-24.0,0,1,0,0,0.0,14.0,38.0,-24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Winona State,2024,5,1,1,0,1.0,31.0,14.0,17.0,31.0,14.0,17.0,0,0,1,0,0.5,22.5,26.0,-3.5,0.0,0.0,0.0,0.0,1.0,17.0,-24.0,41.0
Winona State,2024,6,2,0,2,0.0,35.0,66.0,-31.0,17.5,33.0,-15.5,0,2,0,0,0.3333333333333333,20.833333333333332,28.333333333333332,-7.5,0.0,0.0,0.0,0.0,-0.5,-5.0,7.0,-12.0
Winona State,2024,7,3,1,2,0.3333333333333333,68.0,72.0,-4.0,22.666666666666668,24.0,-1.3333333333333333,1,2,0,0,0.4444444444444444,23.722222222222225,23.666666666666668,0.05555555555555558,0.0,0.0,0.0,0.0,0.0,1.8333333333333357,-4.333333333333332,6.166666666666667
Winona State,2024,8,2,1,1,0.5,55.0,44.0,11.0,27.5,22.0,5.5,0,0,1,1,0.27777777777777773,22.555555555555557,26.333333333333332,-3.7777777777777772,0.0,0.0,0.0,0.0,0.16666666666666669,6.208333333333332,-5.25,11.458333333333332
Winona State,2024,9,4,2,2,0.5,116.0,79.0,37.0,29.0,19.75,9.25,2,2,0,0,0.4444444444444444,26.38888888888889,21.916666666666668,4.472222222222222,0.1111111111111111,5.555555555555557,-6.416666666666664,11.972222222222221,0.13333333333333336,6.466666666666665,-6.449999999999999,12.916666666666666
Winona State,2024,10,5,3,2,0.6,147.0,107.0,40.0,29.4,21.4,8.0,3,2,0,0,0.5333333333333333,28.633333333333336,21.05,7.583333333333333,0.2,7.800000000000004,-7.283333333333331,15.083333333333332,0.21111111111111114,5.788888888888884,-3.7250000000000014,9.51388888888889
Winona State,2024,11,3,1,2,0.3333333333333333,55.0,75.0,-20.0,18.33333333333333,25.0,-6.666666666666667,0,0,1,2,0.4777777777777778,25.577777777777772,22.05,3.5277777777777772,0.1444444444444445,4.74444444444444,-6.283333333333331,11.027777777777777,-0.08571428571428569,-6.1047619047619115,0.4071428571428548,-6.511904761904763
Winona State,2024,12,4,2,2,0.5,92.0,90.0,2.0,23.0,22.5,0.5,0,0,2,2,0.4777777777777778,23.577777777777772,22.96666666666667,0.611111111111111,0.1444444444444445,2.74444444444444,-5.366666666666664,8.11111111111111,0.09166666666666667,-0.6749999999999972,-2.1437500000000007,1.46875
Winston-Salem,2022,2,1,0,1,0.0,21.0,41.0,-20.0,21.0,41.0,-20.0,0,0,0,1,0.0,21.0,41.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Winston-Salem,2022,3,2,0,2,0.0,21.0,82.0,-61.0,10.5,41.0,-30.5,0,0,0,2,0.0,15.75,41.0,-25.25,0.0,0.0,0.0,0.0,0.0,-10.5,0.0,-10.5
Winston-Salem,2022,4,3,0,3,0.0,38.0,102.0,-64.0,12.666666666666666,34.0,-21.33333333333333,0,0,0,3,0.0,14.722222222222221,38.666666666666664,-23.944444444444443,0.0,0.0,0.0,0.0,0.0,-3.083333333333334,-7.0,3.9166666666666714
Winston-Salem,2022,6,4,0,4,0.0,45.0,123.0,-78.0,11.25,30.75,-19.5,0,0,0,4,0.0,11.472222222222221,35.25,-23.777777777777775,0.0,0.0,0.0,0.0,0.0,-3.4722222222222214,-7.916666666666664,4.444444444444443
Winston-Salem,2022,7,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,7.972222222222221,21.583333333333332,-13.611111111111109,0.0,0.0,0.0,0.0,0.0,-13.854166666666666,-36.6875,22.833333333333332
Winston-Salem,2022,8,5,0,5,0.0,62.0,143.0,-81.0,12.4,28.6,-16.2,0,0,0,5,0.0,7.883333333333333,19.783333333333335,-11.9,0.0,-6.838888888888889,-18.88333333333333,12.044444444444443,0.0,1.3166666666666682,-0.75,2.0666666666666664
Winston-Salem,2022,9,2,1,1,0.5,17.0,10.0,7.0,8.5,5.0,3.5,1,1,0,0,0.16666666666666666,6.966666666666666,11.200000000000001,-4.233333333333333,0.16666666666666666,-7.7555555555555555,-27.46666666666666,19.71111111111111,0.5,-2.802777777777777,-24.224999999999998,21.42222222222222
Winston-Salem,2022,10,3,2,1,0.6666666666666666,45.0,17.0,28.0,15.0,5.666666666666667,9.333333333333334,2,1,0,0,0.38888888888888884,11.966666666666667,13.088888888888889,-1.1222222222222218,0.38888888888888884,-2.7555555555555546,-25.577777777777776,22.822222222222223,0.5952380952380952,4.097619047619048,-20.097619047619045,24.195238095238096
Winston-Salem,2023,2,1,0,1,0.0,21.0,47.0,-26.0,21.0,47.0,-26.0,0,0,0,1,0.0,21.0,47.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Winston-Salem,2023,4,1,1,0,1.0,24.0,7.0,17.0,24.0,7.0,17.0,1,0,0,0,0.5,22.5,27.0,-4.5,0.0,0.0,0.0,0.0,1.0,3.0,-40.0,43.0
Winston-Salem,2023,5,2,0,2,0.0,35.0,73.0,-38.0,17.5,36.5,-19.0,0,0,0,2,0.3333333333333333,20.833333333333332,30.166666666666668,-9.333333333333334,0.0,0.0,0.0,0.0,-0.5,-5.0,9.5,-14.5
Winston-Salem,2023,6,2,2,0,1.0,54.0,7.0,47.0,27.0,3.5,23.5,2,0,0,0,0.6666666666666666,22.833333333333332,15.666666666666666,7.166666666666667,0.0,0.0,0.0,0.0,0.6666666666666667,6.166666666666668,-26.666666666666668,32.833333333333336
Winston-Salem,2023,7,3,0,3,0.0,62.0,103.0,-41.0,20.666666666666668,34.333333333333336,-13.666666666666666,0,0,0,3,0.3333333333333333,21.722222222222225,24.777777777777782,-3.0555555555555554,0.0,0.0,0.0,0.0,-0.5,-1.7083333333333321,10.833333333333336,-12.541666666666666
Winston-Salem,2023,8,3,2,1,0.6666666666666666,75.0,30.0,45.0,25.0,10.0,15.0,2,1,0,0,0.5555555555555555,24.222222222222225,15.944444444444445,8.277777777777779,0.22222222222222215,3.388888888888893,-14.222222222222223,17.611111111111114,0.2666666666666666,2.966666666666665,-15.666666666666668,18.633333333333333
Winston-Salem,2023,9,4,1,3,0.25,103.0,123.0,-20.0,25.75,30.75,-5.0,0,0,1,3,0.3055555555555555,23.805555555555557,25.027777777777782,-1.222222222222222,-0.02777777777777779,2.972222222222225,-5.138888888888886,8.111111111111112,-0.19444444444444442,3.222222222222218,7.694444444444443,-4.472222222222222
Winston-Salem,2023,10,5,1,4,0.2,134.0,158.0,-24.0,26.8,31.6,-4.8,0,0,1,4,0.37222222222222223,25.849999999999998,24.116666666666664,1.7333333333333334,0.03888888888888892,5.016666666666666,-6.050000000000004,11.066666666666666,-0.21666666666666662,3.81190476190476,7.445238095238096,-3.6333333333333337
Winston-Salem,2024,2,1,1,0,1.0,34.0,3.0,31.0,34.0,3.0,31.0,0,0,1,0,1.0,34.0,3.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Winston-Salem,2024,4,2,1,1,0.5,54.0,30.0,24.0,27.0,15.0,12.0,0,0,1,1,0.75,30.5,9.0,21.5,0.0,0.0,0.0,0.0,-0.5,-7.0,12.0,-19.0
Winston-Salem,2024,5,1,1,0,1.0,19.0,13.0,6.0,19.0,13.0,6.0,1,0,0,0,0.8333333333333334,26.666666666666668,10.333333333333334,16.333333333333332,0.0,0.0,0.0,0.0,0.25,-11.5,4.0,-15.5
Winston-Salem,2024,6,3,2,1,0.6666666666666666,69.0,44.0,25.0,23.0,14.666666666666666,8.333333333333334,0,0,2,1,0.7222222222222222,23.0,14.222222222222221,8.777777777777779,0.0,0.0,0.0,0.0,-0.16666666666666674,-3.666666666666668,4.333333333333332,-7.999999999999998
Winston-Salem,2024,7,2,2,0,1.0,47.0,27.0,20.0,23.5,13.5,10.0,2,0,0,0,0.8888888888888888,21.833333333333332,13.722222222222221,8.111111111111112,0.0,0.0,0.0,0.0,0.20833333333333337,-2.25,2.083333333333334,-4.333333333333334
Winston-Salem,2024,8,4,2,2,0.5,82.0,75.0,7.0,20.5,18.75,1.75,0,0,2,2,0.7222222222222222,22.333333333333332,15.638888888888888,6.6944444444444455,-0.11111111111111116,-4.333333333333336,5.305555555555554,-9.638888888888886,-0.33333333333333326,-4.800000000000001,6.916666666666668,-11.716666666666669
Winston-Salem,2024,9,3,3,0,1.0,81.0,41.0,40.0,27.0,13.666666666666666,13.333333333333334,3,0,0,0,0.8333333333333334,23.666666666666668,15.305555555555555,8.361111111111112,0.0,-3.0,4.972222222222221,-7.97222222222222,0.22222222222222232,2.5,0.6805555555555571,1.8194444444444429
Winston-Salem,2024,11,4,3,1,0.75,96.0,65.0,31.0,24.0,16.25,7.75,3,1,0,0,0.75,23.833333333333332,16.22222222222222,7.611111111111112,-0.08333333333333337,-2.8333333333333357,5.8888888888888875,-8.722222222222221,-0.05952380952380942,-0.8571428571428577,3.166666666666668,-4.023809523809524
Wisconsin,2022,2,1,1,0,1.0,38.0,0.0,38.0,38.0,0.0,38.0,1,0,0,0,1.0,38.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wisconsin,2022,3,2,1,1,0.5,52.0,17.0,35.0,26.0,8.5,17.5,1,1,0,0,0.75,32.0,4.25,27.75,0.0,0.0,0.0,0.0,-0.5,-12.0,8.5,-20.5
Wisconsin,2022,4,1,1,0,1.0,24.0,17.0,7.0,24.0,17.0,7.0,0,0,1,0,0.8333333333333334,29.333333333333332,8.5,20.833333333333332,0.0,0.0,0.0,0.0,0.25,-8.0,12.75,-20.75
Wisconsin,2022,5,3,2,1,0.6666666666666666,118.0,24.0,94.0,39.333333333333336,8.0,31.33333333333333,2,1,0,0,0.7222222222222222,29.777777777777782,11.166666666666666,18.61111111111111,0.0,0.0,0.0,0.0,-0.16666666666666674,10.000000000000004,-0.5,10.499999999999996
Wisconsin,2022,6,2,1,1,0.5,45.0,69.0,-24.0,22.5,34.5,-12.0,0,0,1,1,0.7222222222222222,28.611111111111114,19.833333333333332,8.777777777777777,0.0,0.0,0.0,0.0,-0.29166666666666663,-9.333333333333336,26.125,-35.45833333333333
Wisconsin,2022,7,3,2,1,0.6666666666666666,87.0,76.0,11.0,29.0,25.33333333333333,3.6666666666666665,0,0,2,1,0.611111111111111,30.277777777777782,22.61111111111111,7.666666666666665,-0.22222222222222232,0.94444444444445,14.11111111111111,-13.166666666666668,-0.06666666666666665,-0.9666666666666686,11.733333333333329,-12.700000000000001
Wisconsin,2022,8,4,2,2,0.5,128.0,58.0,70.0,32.0,14.5,17.5,2,2,0,0,0.5555555555555555,27.833333333333332,24.777777777777775,3.0555555555555554,-0.2777777777777779,-1.5,16.277777777777775,-17.77777777777778,-0.2222222222222222,2.194444444444443,-1.0555555555555554,3.25
Wisconsin,2022,10,5,3,2,0.6,163.0,82.0,81.0,32.6,16.4,16.2,3,2,0,0,0.5888888888888889,31.2,18.744444444444444,12.455555555555556,-0.24444444444444446,1.8666666666666671,10.244444444444444,-8.377777777777776,-0.09047619047619049,2.480952380952381,0.9952380952380953,1.4857142857142858
Wisconsin,2022,11,4,2,2,0.5,115.0,110.0,5.0,28.75,27.5,1.25,0,0,2,2,0.5333333333333333,31.116666666666664,19.466666666666665,11.65,-0.30000000000000004,1.7833333333333314,10.966666666666665,-9.183333333333332,-0.1791666666666667,-1.6791666666666671,11.970833333333335,-13.649999999999999
